57141, 55966, "the"
36285, 34992, "of"
33755, 33256, "to"
33363, 33016, "and"
19045, 18688, "a"
17477, 17251, "in"
16996, 16759, "that"
13340, 13194, "i"
11722, 11551, "he"
10462, 10312, "it"
9735, 9650, "his"
9472, 9336, "was"
9327, 9056, "as"
9199, 9111, "for"
8881, 8773, "is"
8521, 8243, "be"
8464, 8129, "not"
7909, 7814, "with"
7476, 7385, "they"
7132, 7099, "but"
6837, 6799, "which"
6792, 6732, "by"
6651, 6537, "you"
6400, 6357, "this"
6105, 6043, "my"
6046, 5958, "have"
6010, 5914, "had"
5627, 5582, "their"
5501, 5443, "him"
5498, 5448, "them"
5384, 5335, "so"
5320, 5266, "at"
5185, 5136, "all"
4901, 4809, "were"
4263, 4229, "are"
4140, 4106, "on"
4133, 4064, "me"
4091, 4065, "from"
3980, 3957, "who"
3759, 3746, "her"
3682, 3646, "or"
3475, 3433, "we"
3275, 3221, "one"
3059, 3018, "what"
3057, 3028, "if"
3032, 2986, "will"
2925, 2871, "no"
2795, 2746, "would"
2749, 2699, "an"
2709, 2684, "upon"
2684, 2665, "when"
2626, 2618, "she"
2582, 2562, "your"
2517, 2493, "more"
2360, 2306, "do"
2279, 2250, "those"
2250, 2229, "there"
2248, 2190, "very"
2197, 2146, "been"
2187, 2086, "great"
2142, 2133, "our"
2132, 2121, "than"
2079, 2068, "such"
2073, 2049, "any"
2037, 2033, "these"
2020, 1980, "out"
1966, 1953, "some"
1946, 1930, "has"
1888, 1848, "may"
1868, 1836, "into"
1859, 1833, "made"
1829, 1744, "time"
1824, 1807, "should"
1783, 1728, "other"
1767, 1752, "now"
1767, 1726, "much"
1730, 1722, "us"
1727, 1706, "could"
1724, 1708, "then"
1691, 1645, "said"
1644, 1613, "can"
1636, 1596, "good"
1602, 1580, "did"
1581, 1569, "being"
1566, 1548, "only"
1497, 1471, "up"
1484, 1463, "must"
1425, 1389, "well"
1423, 1404, "own"
1409, 1395, "make"
1399, 1384, "most"
1393, 1376, "men"
1383, 1363, "god"
1374, 1363, "after"
1325, 1310, "man"
1318, 1304, "himself"
1295, 1278, "shall"
1288, 1269, "two"
1258, 1250, "how"
1249, 1237, "see"
1234, 1199, "many"
1232, 1218, "about"
1197, 1167, "am"
1188, 1185, "before"
1175, 1173, "without"
1163, 1129, "don"
1158, 1154, "also"
1143, 1114, "first"
1128, 1093, "know"
1102, 1100, "yet"
1089, 962, "same"
1074, 1048, "people"
1068, 1065, "every"
1062, 1045, "where"
1060, 1044, "like"
1054, 1049, "against"
1043, 1020, "think"
1036, 1031, "never"
1008, 989, "might"
1005, 987, "say"
1005, 985, "come"
982, 964, "king"
972, 960, "give"
962, 949, "city"
942, 938, "its"
938, 925, "whom"
936, 926, "let"
936, 928, "here"
931, 927, "nor"
931, 915, "little"
927, 916, "take"
920, 899, "came"
895, 886, "too"
859, 851, "sir"
848, 845, "having"
846, 835, "themselves"
844, 842, "because"
839, 820, "nothing"
820, 795, "put"
815, 788, "day"
803, 788, "go"
794, 783, "way"
794, 763, "world"
792, 786, "thou"
776, 728, "quixote"
774, 765, "love"
770, 661, "part"
765, 760, "both"
763, 760, "another"
761, 753, "life"
761, 757, "sancho"
754, 748, "over"
745, 743, "while"
741, 724, "place"
717, 699, "thing"
715, 700, "down"
707, 699, "things"
699, 688, "country"
698, 680, "last"
697, 688, "long"
696, 683, "order"
690, 676, "romans"
671, 665, "thought"
667, 661, "under"
652, 635, "three"
648, 640, "found"
645, 634, "reason"
643, 635, "find"
641, 637, "therefore"
634, 557, "de"
624, 614, "done"
622, 621, "still"
615, 614, "even"
615, 615, "though"
608, 606, "gave"
605, 578, "son"
604, 600, "ever"
604, 597, "sent"
603, 596, "whole"
602, 599, "does"
594, 568, "tell"
591, 589, "others"
589, 585, "among"
581, 578, "since"
581, 580, "took"
570, 567, "old"
561, 548, "war"
560, 542, "death"
558, 555, "thus"
555, 535, "true"
555, 549, "left"
554, 549, "cannot"
551, 547, "set"
551, 524, "power"
550, 530, "far"
545, 539, "better"
542, 539, "called"
537, 531, "went"
534, 529, "away"
530, 529, "indeed"
529, 525, "brought"
527, 519, "just"
527, 518, "years"
527, 516, "master"
526, 525, "thy"
525, 519, "myself"
525, 435, "rest"
522, 495, "name"
519, 495, "soon"
517, 510, "always"
517, 512, "each"
516, 498, "body"
515, 507, "mind"
512, 511, "again"
511, 508, "whose"
510, 489, "manner"
507, 488, "account"
507, 507, "off"
504, 494, "taken"
497, 480, "hand"
492, 487, "thousand"
492, 482, "hundred"
486, 479, "given"
486, 480, "lord"
486, 474, "jews"
485, 473, "house"
484, 476, "least"
483, 472, "told"
478, 476, "till"
477, 473, "thee"
473, 458, "ought"
472, 469, "father"
464, 455, "believe"
464, 464, "however"
461, 447, "nature"
461, 455, "why"
460, 456, "person"
456, 453, "together"
448, 446, "several"
444, 424, "use"
441, 431, "leave"
433, 431, "persons"
433, 426, "present"
431, 421, "truth"
429, 426, "new"
428, 424, "young"
426, 389, "number"
425, 421, "got"
425, 425, "through"
423, 417, "lady"
423, 390, "head"
