39232, 38746, "the"
20032, 19552, "of"
19612, 19449, "and"
18496, 18245, "to"
16406, 16187, "a"
11606, 11465, "in"
7338, 7276, "that"
7211, 7161, "i"
6838, 6813, "he"
6836, 6781, "it"
6450, 6409, "was"
5315, 5245, "is"
5288, 5264, "for"
5154, 5074, "you"
4911, 4883, "with"
4726, 4652, "as"
4618, 4569, "on"
4394, 4364, "his"
4385, 4363, "her"
4168, 4149, "she"
4145, 4122, "had"
4131, 4049, "be"
3782, 3734, "at"
3580, 3485, "not"
3441, 3425, "but"
2902, 2871, "have"
2810, 2786, "by"
2584, 2574, "all"
2550, 2543, "this"
2531, 2511, "from"
2461, 2454, "they"
2391, 2378, "him"
2346, 2311, "one"
2271, 2266, "we"
2215, 2188, "or"
2120, 2093, "are"
2055, 2040, "me"
1998, 1975, "up"
1989, 1982, "so"
1946, 1923, "an"
1927, 1895, "out"
1898, 1887, "which"
1889, 1878, "were"
1872, 1855, "my"
1841, 1828, "if"
1791, 1744, "no"
1781, 1772, "would"
1758, 1751, "when"
1747, 1738, "said"
1653, 1633, "been"
1627, 1612, "what"
1591, 1578, "there"
1505, 1490, "will"
1491, 1489, "them"
1454, 1450, "their"
1359, 1334, "do"
1321, 1315, "into"
1310, 1302, "could"
1299, 1291, "who"
1246, 1240, "has"
1232, 1227, "about"
1183, 1167, "like"
1182, 1170, "more"
1177, 1169, "your"
1177, 1171, "then"
1154, 1148, "our"
1072, 1061, "over"
1050, 1021, "time"
1046, 1032, "man"
1010, 1006, "some"
998, 997, "now"
987, 976, "can"
984, 979, "only"
983, 975, "any"
962, 958, "little"
958, 950, "down"
949, 943, "than"
944, 941, "its"
934, 917, "two"
928, 896, "know"
910, 880, "back"
908, 904, "says"
882, 871, "did"
862, 832, "other"
859, 849, "see"
850, 845, "how"
834, 826, "very"
830, 824, "us"
801, 787, "way"
798, 796, "just"
780, 773, "get"
774, 770, "made"
770, 769, "should"
767, 765, "through"
767, 762, "much"
760, 750, "old"
749, 746, "before"
730, 729, "these"
722, 692, "first"
721, 711, "where"
717, 710, "may"
716, 708, "must"
712, 708, "such"
709, 696, "go"
704, 692, "good"
695, 694, "after"
688, 680, "make"
680, 675, "got"
677, 676, "never"
664, 661, "come"
660, 655, "too"
654, 653, "here"
636, 629, "long"
636, 633, "well"
622, 610, "don't"
620, 618, "men"
609, 604, "came"
606, 603, "upon"
599, 598, "even"
587, 577, "right"
579, 573, "take"
578, 577, "off"
576, 566, "say"
572, 557, "think"
564, 559, "many"
541, 534, "great"
530, 528, "put"
520, 511, "new"
514, 509, "most"
510, 501, "work"
507, 498, "found"
503, 501, "it's"
500, 496, "own"
500, 497, "being"
497, 475, "going"
496, 493, "went"
490, 488, "again"
489, 487, "mr"
484, 484, "while"
482, 471, "last"
480, 453, "head"
473, 463, "day"
469, 467, "away"
450, 444, "left"
