78704, 63682, "the"
48754, 39005, "of"
48327, 42851, "and"
41731, 36656, "to"
24873, 21331, "in"
21670, 18693, "a"
21293, 18441, "that"
13431, 11249, "it"
13067, 10493, "is"
12131, 11636, "he"
11554, 9119, "be"
11142, 10087, "i"
11025, 8990, "as"
10778, 9344, "not"
10679, 10252, "his"
10148, 9041, "for"
9228, 7763, "by"
8985, 8160, "with"
8488, 7960, "was"
8205, 7279, "but"
8163, 7449, "they"
8135, 6992, "this"
8071, 6598, "which"
7261, 6124, "so"
6667, 5487, "are"
6570, 5879, "have"
6350, 5810, "their"
6028, 5060, "from"
6022, 4766, "or"
5943, 5093, "all"
5835, 5002, "at"
5725, 5320, "them"
5644, 5478, "him"
4720, 4428, "had"
4658, 4156, "we"
4446, 4262, "you"
4429, 4201, "my"
4283, 4071, "who"
4124, 3484, "one"
3779, 3369, "on"
3763, 3130, "more"
3744, 3432, "were"
3600, 3127, "if"
3550, 2978, "will"
3414, 2857, "an"
3401, 2893, "there"
3373, 2846, "no"
3316, 3169, "me"
3273, 2929, "what"
3126, 2739, "upon"
3074, 2810, "our"
3047, 2948, "her"
3038, 2435, "than"
3023, 2736, "do"
2965, 2615, "some"
2935, 2432, "being"
2932, 2421, "any"
2805, 2186, "may"
2740, 2348, "when"
2729, 2457, "would"
2714, 2537, "said"
2696, 2324, "such"
2649, 2111, "other"
2602, 2132, "those"
2540, 2369, "us"
2535, 2095, "very"
2500, 2093, "into"
2438, 2045, "great"
2408, 2008, "these"
2326, 1904, "much"
2289, 2002, "been"
2170, 2096, "god"
2139, 1860, "has"
2124, 1988, "man"
2099, 1707, "time"
2095, 1912, "should"
2086, 1866, "out"
2056, 1990, "she"
2050, 1793, "shall"
2034, 1858, "then"
1942, 1640, "yet"
1860, 1597, "only"
1850, 1571, "made"
1789, 1272, "same"
1778, 1677, "men"
1730, 1699, "your"
1719, 1503, "make"
1674, 1502, "up"
1672, 1472, "many"
1662, 1566, "own"
1622, 1498, "also"
1578, 1368, "after"
1569, 1377, "where"
1547, 1395, "now"
1520, 1311, "can"
1514, 1427, "did"
1500, 1381, "good"
1474, 1247, "most"
1465, 1318, "before"
1465, 1346, "lord"
1457, 1061, "its"
1447, 1190, "must"
1443, 1308, "without"
1383, 1295, "people"
1381, 1231, "how"
1380, 1142, "first"
1350, 1235, "could"
1328, 1263, "himself"
1313, 1086, "about"
1290, 1182, "life"
1279, 1162, "having"
1279, 1151, "things"
1269, 963, "two"
1266, 1182, "see"
1250, 1082, "well"
1185, 1072, "nor"
1179, 1069, "say"
1169, 1133, "against"
1153, 1071, "come"
1149, 1122, "thou"
1132, 990, "little"
1129, 994, "take"
1126, 1046, "am"
1115, 788, "part"
1106, 963, "another"
1085, 1024, "came"
1083, 964, "let"
1073, 947, "every"
1055, 974, "know"
1049, 939, "might"
1041, 868, "reason"
1040, 921, "'tis"
1036, 864, "like"
1024, 912, "give"
1022, 904, "others"
1017, 932, "never"
1012, 940, "king"
1007, 919, "though"
998, 877, "way"
987, 867, "day"
987, 822, "both"
947, 765, "place"
918, 804, "here"
910, 902, "thy"
906, 811, "nothing"
901, 779, "long"
895, 846, "whom"
891, 808, "thus"
877, 821, "go"
876, 699, "found"
871, 463, "water"
862, 806, "themselves"
861, 776, "even"
859, 814, "death"
859, 752, "put"
854, 753, "thing"
839, 716, "too"
836, 657, "body"
825, 706, "therefore"
822, 700, "because"
811, 710, "find"
798, 763, "love"
796, 715, "hath"
795, 645, "several"
794, 705, "world"
793, 680, "true"
792, 714, "g"
785, 708, "truth"
781, 619, "does"
779, 667, "under"
765, 652, "again"
764, 434, "parts"
756, 615, "use"
755, 592, "nature"
754, 656, "power"
748, 631, "cannot"
742, 642, "taken"
737, 653, "down"
736, 652, "over"
735, 699, "called"
723, 710, "thee"
722, 668, "de"
717, 540, "light"
713, 665, "fox"
701, 683, "christ"
699, 530, "less"
690, 582, "set"
689, 615, "done"
682, 597, "better"
667, 647, "went"
654, 579, "think"
654, 388, "earth"
652, 546, "off"
648, 513, "end"
647, 569, "since"
646, 317, "air"
637, 424, "matter"
634, 599, "mind"
634, 528, "always"
634, 455, "whole"
633, 617, "myself"
632, 581, "hand"
632, 492, "years"
627, 530, "according"
626, 479, "age"
624, 522, "given"
610, 545, "ever"
608, 593, "friends"
603, 403, "force"
602, 488, "manner"
590, 566, "soul"
589, 542, "unto"
578, 479, "three"
575, 464, "heart"
575, 529, "brought"
574, 462, "cause"
572, 553, "away"
572, 559, "ye"
568, 496, "last"
566, 467, "whose"
565, 486, "name"
564, 380, "greater"
562, 476, "far"
560, 530, "often"
553, 510, "law"
552, 510, "told"
549, 484, "ought"
548, 434, "through"
546, 509, "fear"
545, 450, "either"
544, 474, "house"
540, 403, "above"
539, 370, "c"
538, 506, "speak"
536, 454, "whether"
534, 475, "still"
532, 483, "old"
530, 477, "once"
529, 454, "new"
525, 486, "words"
524, 387, "near"
522, 426, "certain"
516, 400, "least"
511, 460, "seen"
507, 445, "spirit"
503, 481, "quakers"
503, 398, "year"
503, 490, "sent"
496, 476, "gave"
493, 446, "order"
492, 385, "blood"
487, 449, "work"
486, 419, "till"
486, 369, "account"
486, 421, "present"
483, 385, "contrary"
482, 451, "took"
482, 402, "means"
481, 424, "thought"
472, 353, "times"
464, 446, "judge"
461, 395, "persons"
461, 447, "saw"
461, 225, "motion"
460, 434, "itself"
458, 368, "kind"
457, 403, "natural"
456, 403, "enough"
455, 437, "among"
453, 316, "each"
452, 426, "neither"
450, 298, "sea"
449, 427, "liberty"
441, 393, "rather"
437, 417, "children"
435, 370, "full"
434, 380, "common"
433, 383, "word"
431, 223, "sun"
431, 391, "left"
427, 380, "head"
426, 403, "country"
425, 389, "live"
425, 351, "sort"
424, 355, "art"
423, 397, "believe"
423, 315, "fall"
420, 364, "rest"
419, 370, "opinion"
414, 378, "indeed"
414, 380, "keep"
412, 378, "knowledge"
410, 355, "why"
408, 251, "between"
408, 369, "heard"
406, 392, "justice"
404, 308, "towards"
403, 360, "best"
403, 363, "person"
403, 230, "equal"
402, 251, "point"
401, 356, "within"
400, 364, "leave"
400, 366, "just"
399, 251, "number"
395, 345, "sometimes"
395, 301, "small"
395, 307, "appear"
393, 337, "together"
393, 381, "amongst"
392, 354, "while"
392, 347, "son"
391, 385, "religion"
391, 366, "judgment"
390, 359, "says"
389, 378, "arms"
388, 322, "able"
388, 191, "distance"
387, 368, "asked"
386, 340, "days"
382, 308, "seems"
382, 361, "pleasure"
381, 326, "right"
380, 315, "subject"
378, 324, "known"
377, 354, "england"
377, 343, "care"
372, 312, "wherein"
369, 318, "makes"
369, 358, "court"
367, 355, "young"
366, 296, "pass"
365, 333, "answer"
361, 310, "forth"
360, 334, "bring"
358, 286, "length"
358, 334, "hands"
357, 347, "women"
356, 252, "greatest"
356, 327, "meeting"
355, 338, "eyes"
353, 306, "church"
353, 326, "next"
353, 281, "general"
352, 314, "none"
350, 329, "virtue"
349, 329, "honour"
343, 326, "afterwards"
343, 334, "father"
343, 270, "places"
340, 336, "faith"
340, 185, "winds"
339, 306, "laws"
337, 291, "state"
337, 322, "desire"
336, 201, "bodies"
334, 322, "holy"
334, 325, "o"
334, 311, "back"
334, 249, "side"
333, 273, "sight"
331, 201, "line"
329, 315, "night"
329, 317, "hear"
329, 241, "case"
328, 323, "prince"
322, 285, "soon"
322, 305, "peace"
321, 298, "read"
321, 261, "die"
321, 206, "different"
321, 309, "fortune"
319, 299, "suffer"
319, 223, "second"
319, 303, "city"
318, 261, "short"
317, 285, "high"
317, 125, "moon"
317, 305, "john"
315, 295, "kept"
314, 286, "coming"
314, 311, "town"
313, 253, "necessary"
311, 305, "prison"
311, 210, "half"
309, 295, "tell"
308, 290, "condition"
305, 264, "book"
305, 288, "wife"
305, 255, "dead"
304, 251, "return"
302, 259, "form"
299, 280, "look"
299, 264, "call"
299, 230, "four"
298, 153, "degrees"
297, 206, "mr"
296, 275, "received"
296, 282, "seeing"
296, 275, "act"
296, 284, "jesus"
294, 174, "self"
293, 240, "hard"
293, 258, "authority"
292, 174, "m"
291, 201, "thereof"
289, 221, "easily"
289, 258, "something"
289, 275, "ill"
288, 280, "war"
287, 196, "mean"
286, 272, "glory"
284, 257, "alone"
284, 215, "effect"
284, 247, "few"
281, 231, "fit"
280, 272, "public"
279, 256, "sense"
278, 243, "carried"
277, 153, "th"
275, 261, "lay"
274, 270, "est"
273, 249, "occasion"
273, 152, "heat"
272, 193, "seem"
272, 241, "london"
271, 266, "priest"
271, 235, "ad"
270, 228, "need"
270, 202, "proper"
269, 156, "weight"
269, 235, "become"
269, 258, "evil"
268, 254, "gods"
265, 231, "already"
265, 224, "living"
265, 232, "want"
264, 133, "object"
263, 251, "began"
263, 228, "making"
262, 252, "answered"
262, 254, "woman"
262, 206, "land"
262, 237, "example"
261, 244, "turn"
261, 232, "stand"
260, 196, "whence"
260, 225, "receive"
260, 228, "however"
260, 166, "e"
258, 249, "ourselves"
255, 196, "rule"
255, 235, "hope"
255, 202, "besides"
254, 216, "concerning"
254, 226, "large"
254, 87, "="
253, 239, "knew"
253, 224, "purpose"
252, 237, "free"
252, 221, "particular"
251, 200, "further"
251, 150, "d"
248, 242, "business"
246, 202, "almost"
246, 196, "comes"
245, 216, "hundred"
244, 240, "going"
244, 196, "lives"
244, 228, "fine"
243, 235, "government"
243, 195, "else"
242, 221, "mother"
242, 195, "mouth"
241, 227, "open"
241, 234, "fire"
241, 168, "sound"
240, 188, "sorts"
240, 229, "show"
240, 217, "hold"
239, 196, "thence"
238, 181, "former"
238, 161, "degree"
237, 209, "serve"
237, 226, "master"
237, 150, "wind"
236, 162, "action"
236, 229, "favour"
235, 211, "service"
234, 221, "vain"
234, 210, "laid"
234, 232, "th'"
233, 202, "oath"
232, 196, "author"
232, 162, "viz"
232, 207, "lie"
231, 226, "divine"
229, 228, "conscience"
229, 225, "spoke"
229, 86, "gravity"
229, 215, "lost"
229, 157, "b"
228, 211, "letter"
228, 217, "speaking"
228, 213, "face"
227, 227, "human"
227, 218, "fell"
227, 155, "lines"
226, 208, "met"
226, 186, "continued"
226, 135, "likewise"
226, 183, "figure"
225, 140, "height"
225, 216, "wrote"
225, 208, "taking"
224, 198, "meet"
224, 200, "ex"
223, 205, "whilst"
223, 177, "along"
222, 183, "respect"
221, 212, "friend"
221, 219, "saying"
220, 182, "follow"
220, 185, "st"
219, 213, "got"
219, 193, "please"
219, 205, "thousand"
219, 212, "get"
219, 213, "false"
219, 198, "run"
218, 165, "due"
218, 211, "poor"
216, 171, "doctrine"
216, 175, "appears"
216, 186, "design"
216, 177, "course"
215, 183, "kingdom"
215, 204, "used"
215, 161, "otherwise"
214, 169, "sufficient"
214, 209, "nation"
213, 117, "difference"
213, 191, "ground"
211, 187, "bear"
210, 188, "stood"
210, 189, "doth"
210, 132, "value"
209, 160, "drawn"
209, 156, "change"
209, 189, "cut"
208, 171, "consider"
208, 206, "returned"
208, 198, "actions"
207, 183, "gives"
206, 189, "play"
205, 134, "plain"
205, 188, "seek"
205, 187, "plan"
204, 201, "seemed"
203, 175, "grace"
203, 197, "queen"
201, 190, "child"
200, 145, "w"
200, 142, "help"
199, 189, "heaven"
199, 172, "strong"
198, 135, "perhaps"
198, 175, "doubt"
198, 179, "strength"
198, 179, "carry"
198, 84, "quantity"
198, 52, "surface"
197, 180, "chief"
196, 142, "thereby"
196, 158, "third"
196, 161, "ordinary"
196, 183, "sir"
195, 172, "foot"
195, 188, "company"
194, 194, "et"
193, 160, "especially"
193, 180, "duke"
192, 166, "advantage"
192, 94, "n"
191, 186, "died"
190, 167, "necessity"
190, 165, "question"
190, 155, "rules"
188, 178, "ancient"
188, 182, "meetings"
188, 101, "suppose"
188, 108, "east"
188, 141, "colour"
188, 185, "ut"
187, 177, "home"
187, 68, "rays"
186, 176, "christian"
186, 168, "happy"
186, 183, "suffered"
186, 171, "charge"
186, 158, "opinions"
186, 176, "dear"
185, 173, "written"
184, 172, "whatever"
184, 166, "anything"
183, 177, "affairs"
183, 169, "danger"
183, 167, "gone"
183, 179, "hast"
183, 166, "quite"
183, 169, "wise"
183, 134, "farther"
182, 172, "guilty"
182, 166, "voice"
182, 149, "cast"
182, 128, "tho'"
181, 177, "souls"
181, 162, "feet"
180, 160, "perfect"
180, 150, "experience"
180, 82, "r"
179, 167, "write"
179, 152, "following"
179, 90, "proportion"
178, 148, "nay"
178, 145, "discourse"
178, 171, "understanding"
178, 166, "pain"
178, 155, "five"
177, 114, "beginning"
177, 171, "desired"
176, 137, "aforesaid"
175, 145, "strange"
175, 144, "notice"
175, 158, "money"
174, 173, "‘i"
174, 171, "lived"
174, 161, "became"
174, 173, "parliament"
174, 143, "ways"
173, 162, "wisdom"
173, 145, "draw"
173, 167, "sword"
173, 162, "command"
173, 164, "health"
172, 171, "enemies"
171, 156, "subjects"
170, 163, "courage"
170, 159, "born"
170, 169, "priests"
170, 127, "eye"
170, 151, "manifest"
170, 157, "easy"
169, 131, "generally"
169, 146, "history"
169, 156, "truly"
169, 162, "caused"
169, 163, "committed"
169, 78, "colours"
168, 163, "testimony"
168, 143, "clear"
168, 152, "fair"
168, 146, "longer"
168, 140, "room"
168, 142, "sure"
167, 159, "pleased"
167, 160, "worthy"
167, 111, "infinite"
167, 161, "mine"
167, 83, "s"
167, 159, "custom"
167, 132, "added"
167, 131, "observed"
166, 161, "saith"
166, 162, "passed"
166, 155, "english"
166, 154, "worse"
166, 143, "beyond"
166, 153, "beauty"
166, 156, "manners"
165, 155, "youth"
165, 160, "sin"
164, 136, "measure"
164, 151, "trouble"
164, 132, "late"
163, 156, "works"
163, 161, "prisoners"
163, 161, "understand"
163, 160, "replied"
163, 101, "elevation"
162, 155, "hearts"
162, 140, "ten"
162, 145, "excellent"
162, 155, "appeared"
162, 134, "break"
161, 151, "outward"
161, 159, "rome"
161, 129, "six"
161, 106, "hours"
161, 106, "food"
160, 86, "coast"
160, 160, "herself"
160, 141, "thro'"
159, 154, "joy"
159, 156, "george"
159, 152, "tender"
159, 116, "hence"
159, 132, "observe"
158, 118, "whereas"
158, 135, "pure"
158, 148, "doing"
158, 65, "variation"
157, 123, "proceed"
157, 132, "required"
157, 146, "minds"
157, 118, "month"
157, 136, "thoughts"
157, 127, "cold"
157, 151, "non"
155, 150, "william"
155, 119, "society"
155, 154, "turned"
155, 146, "wine"
154, 148, "wish"
154, 152, "soldiers"
154, 124, "weak"
153, 145, "examples"
153, 147, "language"
153, 125, "capable"
153, 92, "latter"
153, 142, "enemy"
153, 131, "round"
153, 62, "angle"
152, 145, "willing"
152, 145, "thomas"
152, 147, "flesh"
152, 108, "whereby"
152, 137, "held"
152, 145, "spoken"
152, 144, "send"
152, 143, "fight"
151, 127, "learned"
151, 124, "gold"
151, 133, "enter"
150, 136, "convinced"
150, 112, "presence"
150, 145, "mercy"
150, 144, "husband"
150, 145, "ready"
150, 123, "worth"
149, 146, "wicked"
148, 145, "showed"
148, 144, "moreover"
148, 135, "quality"
148, 119, "takes"
148, 123, "unless"
148, 122, "possible"
147, 55, "mercury"
146, 137, "believed"
146, 134, "rich"
146, 141, "captain"
146, 84, "west"
146, 87, "considerable"
146, 139, "fancy"
145, 83, "space"
145, 117, "relation"
145, 140, "bed"
145, 133, "passion"
145, 125, "passage"
144, 114, "moved"
144, 73, "sum"
143, 129, "really"
143, 139, "pray"
143, 125, "pains"
143, 103, "understood"
143, 140, "family"
143, 97, "animals"
142, 139, "scriptures"
142, 98, "ages"
142, 131, "wit"
142, 121, "close"
142, 121, "commonly"
142, 95, "solid"
142, 78, "south"
142, 98, "points"
142, 134, "plato"
141, 138, "worship"
141, 132, "led"
141, 114, "deal"
141, 90, "f"
141, 80, "north"
141, 123, "study"
140, 135, "morning"
140, 123, "paper"
140, 131, "giving"
139, 123, "certainly"
139, 139, "army"
139, 131, "betwixt"
139, 133, "lose"
139, 87, "ab"
138, 123, "bound"
138, 102, "difficulty"
138, 115, "somewhat"
138, 126, "lies"
138, 61, "plant"
138, 80, "double"
137, 127, "therein"
137, 123, "books"
137, 129, "declare"
137, 128, "pay"
136, 109, "consideration"
136, 133, "milk"
136, 130, "tells"
135, 129, "duty"
135, 131, "stay"
135, 134, "magistrates"
135, 130, "governor"
135, 114, "discover"
135, 109, "effects"
134, 133, "brother"
134, 124, "eat"
134, 128, "ship"
134, 133, "conduct"
133, 129, "gospel"
133, 116, "sought"
133, 114, "hearing"
132, 128, "sick"
132, 126, "formerly"
132, 114, "add"
132, 120, "regard"
132, 132, "portugal"
131, 106, "wholly"
131, 125, "swear"
131, 126, "ours"
130, 115, "sake"
130, 105, "twenty"
130, 105, "sensible"
130, 110, "reasons"
130, 117, "wonder"
130, 127, "horse"
130, 120, "majesty"
130, 80, "middle"
130, 65, "glass"
129, 124, "eternal"
129, 124, "innocent"
129, 128, "commanded"
129, 107, "remains"
129, 107, "during"
129, 57, "latitude"
128, 112, "mentioned"
128, 112, "mighty"
128, 57, "ocean"
128, 126, "declared"
128, 93, "instance"
128, 55, "plants"
128, 97, "causes"
127, 106, "render"
127, 112, "pretty"
127, 115, "ships"
127, 126, "sentence"
127, 120, "goods"
127, 118, "promise"
127, 127, "jury"
127, 121, "french"
127, 78, "shew"
126, 120, "thither"
126, 112, "confess"
126, 120, "presently"
126, 115, "stone"
126, 125, "beasts"
125, 98, "fact"
125, 82, "table"
125, 112, "trial"
125, 78, "falling"
125, 119, "knows"
125, 73, "consequently"
124, 113, "published"
